#,station,moment,variable
9021,03006,2016-03-16 00:05:00.000000,CO
9022,03006,2016-03-16 00:05:00.000000,NO2
9023,03006,2016-03-16 00:05:00.000000,O3
9024,03006,2016-03-16 00:05:00.000000,PM25
9025,03006,2016-03-16 00:05:00.000000,SO2
9026,03006,2016-03-16 00:06:00.000000,CO
9027,03006,2016-03-16 00:06:00.000000,NO2
9028,03006,2016-03-16 00:06:00.000000,O3
9029,03006,2016-03-16 00:06:00.000000,PM25
9030,03006,2016-03-16 00:06:00.000000,SO2
9031,03006,2016-03-16 00:07:00.000000,CO
9032,03006,2016-03-16 00:07:00.000000,NO2
9033,03006,2016-03-16 00:07:00.000000,O3
9034,03006,2016-03-16 00:07:00.000000,PM25
9035,03006,2016-03-16 00:07:00.000000,SO2
9036,03006,2016-03-16 00:08:00.000000,CO
9037,03006,2016-03-16 00:08:00.000000,NO2
9038,03006,2016-03-16 00:08:00.000000,O3
9039,03006,2016-03-16 00:08:00.000000,PM25
9040,03006,2016-03-16 00:08:00.000000,SO2
9041,03006,2016-03-16 00:09:00.000000,CO
9042,03006,2016-03-16 00:09:00.000000,NO2
9043,03006,2016-03-16 00:09:00.000000,O3
9044,03006,2016-03-16 00:09:00.000000,PM25
9045,03006,2016-03-16 00:09:00.000000,SO2
9046,03006,2016-03-16 00:10:00.000000,CO
9047,03006,2016-03-16 00:10:00.000000,NO2
9048,03006,2016-03-16 00:10:00.000000,O3
9049,03006,2016-03-16 00:10:00.000000,PM25
9050,03006,2016-03-16 00:10:00.000000,SO2
9051,03006,2016-03-16 00:11:00.000000,CO
9052,03006,2016-03-16 00:11:00.000000,NO2
9053,03006,2016-03-16 00:11:00.000000,O3
9054,03006,2016-03-16 00:11:00.000000,PM25
9055,03006,2016-03-16 00:11:00.000000,SO2
9056,03006,2016-03-16 00:12:00.000000,CO
9057,03006,2016-03-16 00:12:00.000000,NO2
9058,03006,2016-03-16 00:12:00.000000,O3
9059,03006,2016-03-16 00:12:00.000000,PM25
9060,03006,2016-03-16 00:12:00.000000,SO2
9061,03006,2016-03-16 00:13:00.000000,CO
9062,03006,2016-03-16 00:13:00.000000,NO2
9063,03006,2016-03-16 00:13:00.000000,O3
9064,03006,2016-03-16 00:13:00.000000,PM25
9065,03006,2016-03-16 00:13:00.000000,SO2
9066,03006,2016-03-16 00:14:00.000000,CO
9067,03006,2016-03-16 00:14:00.000000,NO2
9068,03006,2016-03-16 00:14:00.000000,O3
9069,03006,2016-03-16 00:14:00.000000,PM25
9070,03006,2016-03-16 00:14:00.000000,SO2
9071,03006,2016-03-16 00:15:00.000000,CO
9072,03006,2016-03-16 00:15:00.000000,NO2
9073,03006,2016-03-16 00:15:00.000000,O3
9074,03006,2016-03-16 00:15:00.000000,PM25
9075,03006,2016-03-16 00:15:00.000000,SO2
9076,03006,2016-03-16 00:16:00.000000,CO
9077,03006,2016-03-16 00:16:00.000000,NO2
9078,03006,2016-03-16 00:16:00.000000,O3
9079,03006,2016-03-16 00:16:00.000000,PM25
9080,03006,2016-03-16 00:16:00.000000,SO2
9081,03006,2016-03-16 00:17:00.000000,CO
9082,03006,2016-03-16 00:17:00.000000,NO2
9083,03006,2016-03-16 00:17:00.000000,O3
9084,03006,2016-03-16 00:17:00.000000,PM25
9085,03006,2016-03-16 00:17:00.000000,SO2
9086,03006,2016-03-16 00:18:00.000000,CO
9087,03006,2016-03-16 00:18:00.000000,NO2
9088,03006,2016-03-16 00:18:00.000000,O3
9089,03006,2016-03-16 00:18:00.000000,PM25
9090,03006,2016-03-16 00:18:00.000000,SO2
9091,03006,2016-03-16 00:19:00.000000,CO
9092,03006,2016-03-16 00:19:00.000000,NO2
9093,03006,2016-03-16 00:19:00.000000,O3
9094,03006,2016-03-16 00:19:00.000000,PM25
9095,03006,2016-03-16 00:19:00.000000,SO2
9096,03006,2016-03-16 00:20:00.000000,CO
9097,03006,2016-03-16 00:20:00.000000,NO2
9098,03006,2016-03-16 00:20:00.000000,O3
9099,03006,2016-03-16 00:20:00.000000,PM25
9100,03006,2016-03-16 00:20:00.000000,SO2
9101,03006,2016-03-16 00:21:00.000000,CO
9102,03006,2016-03-16 00:21:00.000000,NO2
9103,03006,2016-03-16 00:21:00.000000,O3
9104,03006,2016-03-16 00:21:00.000000,PM25
9105,03006,2016-03-16 00:21:00.000000,SO2
9106,03006,2016-03-16 00:22:00.000000,CO
9107,03006,2016-03-16 00:22:00.000000,NO2
9108,03006,2016-03-16 00:22:00.000000,O3
9109,03006,2016-03-16 00:22:00.000000,PM25
9110,03006,2016-03-16 00:22:00.000000,SO2
9111,03006,2016-03-16 00:23:00.000000,CO
9112,03006,2016-03-16 00:23:00.000000,NO2
9113,03006,2016-03-16 00:23:00.000000,O3
9114,03006,2016-03-16 00:23:00.000000,PM25
9115,03006,2016-03-16 00:23:00.000000,SO2
9116,03006,2016-03-17 00:00:00.000000,CO
9117,03006,2016-03-17 00:00:00.000000,NO2
9118,03006,2016-03-17 00:00:00.000000,O3
9119,03006,2016-03-17 00:00:00.000000,PM25
9120,03006,2016-03-17 00:00:00.000000,SO2
9121,03006,2016-03-17 00:01:00.000000,CO
9122,03006,2016-03-17 00:01:00.000000,NO2
9123,03006,2016-03-17 00:01:00.000000,O3
9124,03006,2016-03-17 00:01:00.000000,PM25
9125,03006,2016-03-17 00:01:00.000000,SO2
9126,03006,2016-03-17 00:02:00.000000,CO
9127,03006,2016-03-17 00:02:00.000000,NO2
9128,03006,2016-03-17 00:02:00.000000,O3
9129,03006,2016-03-17 00:02:00.000000,PM25
9130,03006,2016-03-17 00:02:00.000000,SO2
9131,03006,2016-03-17 00:03:00.000000,CO
9132,03006,2016-03-17 00:03:00.000000,NO2
9133,03006,2016-03-17 00:03:00.000000,O3
9134,03006,2016-03-17 00:03:00.000000,PM25
9135,03006,2016-03-17 00:03:00.000000,SO2
9136,03006,2016-03-17 00:04:00.000000,CO
9137,03006,2016-03-17 00:04:00.000000,NO2
9138,03006,2016-03-17 00:04:00.000000,O3
9139,03006,2016-03-17 00:04:00.000000,PM25
9140,03006,2016-03-17 00:04:00.000000,SO2
9141,03006,2016-03-17 00:05:00.000000,CO
9142,03006,2016-03-17 00:05:00.000000,NO2
9143,03006,2016-03-17 00:05:00.000000,O3
9144,03006,2016-03-17 00:05:00.000000,PM25
9145,03006,2016-03-17 00:05:00.000000,SO2
9146,03006,2016-03-17 00:06:00.000000,CO
9147,03006,2016-03-17 00:06:00.000000,NO2
9148,03006,2016-03-17 00:06:00.000000,O3
9149,03006,2016-03-17 00:06:00.000000,PM25
9150,03006,2016-03-17 00:06:00.000000,SO2
9151,03006,2016-03-17 00:07:00.000000,CO
9152,03006,2016-03-17 00:07:00.000000,NO2
9153,03006,2016-03-17 00:07:00.000000,O3
9154,03006,2016-03-17 00:07:00.000000,PM25
9155,03006,2016-03-17 00:07:00.000000,SO2
9156,03006,2016-03-17 00:08:00.000000,CO
9157,03006,2016-03-17 00:08:00.000000,NO2
9158,03006,2016-03-17 00:08:00.000000,O3
9159,03006,2016-03-17 00:08:00.000000,PM25
9160,03006,2016-03-17 00:08:00.000000,SO2
9161,03006,2016-03-17 00:09:00.000000,CO
9162,03006,2016-03-17 00:09:00.000000,NO2
9163,03006,2016-03-17 00:09:00.000000,O3
9164,03006,2016-03-17 00:09:00.000000,PM25
9165,03006,2016-03-17 00:09:00.000000,SO2
9166,03006,2016-03-17 00:10:00.000000,CO
9167,03006,2016-03-17 00:10:00.000000,NO2
9168,03006,2016-03-17 00:10:00.000000,O3
9169,03006,2016-03-17 00:10:00.000000,PM25
9170,03006,2016-03-17 00:10:00.000000,SO2
9171,03006,2016-03-17 00:11:00.000000,CO
9172,03006,2016-03-17 00:11:00.000000,NO2
9173,03006,2016-03-17 00:11:00.000000,O3
9174,03006,2016-03-17 00:11:00.000000,PM25
9175,03006,2016-03-17 00:11:00.000000,SO2
9176,03006,2016-03-17 00:12:00.000000,CO
9177,03006,2016-03-17 00:12:00.000000,NO2
9178,03006,2016-03-17 00:12:00.000000,O3
9179,03006,2016-03-17 00:12:00.000000,PM25
9180,03006,2016-03-17 00:12:00.000000,SO2
9181,03006,2016-03-17 00:13:00.000000,CO
9182,03006,2016-03-17 00:13:00.000000,NO2
9183,03006,2016-03-17 00:13:00.000000,O3
9184,03006,2016-03-17 00:13:00.000000,PM25
9185,03006,2016-03-17 00:13:00.000000,SO2
9186,03006,2016-03-17 00:14:00.000000,CO
9187,03006,2016-03-17 00:14:00.000000,NO2
9188,03006,2016-03-17 00:14:00.000000,O3
9189,03006,2016-03-17 00:14:00.000000,PM25
9190,03006,2016-03-17 00:14:00.000000,SO2
9191,03006,2016-03-17 00:15:00.000000,CO
9192,03006,2016-03-17 00:15:00.000000,NO2
9193,03006,2016-03-17 00:15:00.000000,O3
9194,03006,2016-03-17 00:15:00.000000,PM25
9195,03006,2016-03-17 00:15:00.000000,SO2
9196,03006,2016-03-17 00:16:00.000000,CO
9197,03006,2016-03-17 00:16:00.000000,NO2
9198,03006,2016-03-17 00:16:00.000000,O3
9199,03006,2016-03-17 00:16:00.000000,PM25
9200,03006,2016-03-17 00:16:00.000000,SO2
9201,03006,2016-03-17 00:17:00.000000,CO
9202,03006,2016-03-17 00:17:00.000000,NO2
9203,03006,2016-03-17 00:17:00.000000,O3
9204,03006,2016-03-17 00:17:00.000000,PM25
9205,03006,2016-03-17 00:17:00.000000,SO2
9206,03006,2016-03-17 00:18:00.000000,CO
9207,03006,2016-03-17 00:18:00.000000,NO2
9208,03006,2016-03-17 00:18:00.000000,O3
9209,03006,2016-03-17 00:18:00.000000,PM25
9210,03006,2016-03-17 00:18:00.000000,SO2
9211,03006,2016-03-17 00:19:00.000000,CO
9212,03006,2016-03-17 00:19:00.000000,NO2
9213,03006,2016-03-17 00:19:00.000000,O3
9214,03006,2016-03-17 00:19:00.000000,PM25
9215,03006,2016-03-17 00:19:00.000000,SO2
9216,03006,2016-03-17 00:20:00.000000,CO
9217,03006,2016-03-17 00:20:00.000000,NO2
9218,03006,2016-03-17 00:20:00.000000,O3
9219,03006,2016-03-17 00:20:00.000000,PM25
9220,03006,2016-03-17 00:20:00.000000,SO2
9221,03006,2016-03-17 00:21:00.000000,CO
9222,03006,2016-03-17 00:21:00.000000,NO2
9223,03006,2016-03-17 00:21:00.000000,O3
9224,03006,2016-03-17 00:21:00.000000,PM25
9225,03006,2016-03-17 00:21:00.000000,SO2
9226,03006,2016-03-17 00:22:00.000000,CO
9227,03006,2016-03-17 00:22:00.000000,NO2
9228,03006,2016-03-17 00:22:00.000000,O3
9229,03006,2016-03-17 00:22:00.000000,PM25
9230,03006,2016-03-17 00:22:00.000000,SO2
9231,03006,2016-03-17 00:23:00.000000,CO
9232,03006,2016-03-17 00:23:00.000000,NO2
9233,03006,2016-03-17 00:23:00.000000,O3
9234,03006,2016-03-17 00:23:00.000000,PM25
9235,03006,2016-03-17 00:23:00.000000,SO2
9236,03006,2016-03-18 00:00:00.000000,CO
9237,03006,2016-03-18 00:00:00.000000,NO2
9238,03006,2016-03-18 00:00:00.000000,O3
9239,03006,2016-03-18 00:00:00.000000,PM25
9240,03006,2016-03-18 00:00:00.000000,SO2
9241,03006,2016-03-18 00:01:00.000000,CO
9242,03006,2016-03-18 00:01:00.000000,NO2
9243,03006,2016-03-18 00:01:00.000000,O3
9244,03006,2016-03-18 00:01:00.000000,PM25
9245,03006,2016-03-18 00:01:00.000000,SO2
9246,03006,2016-03-18 00:02:00.000000,CO
9247,03006,2016-03-18 00:02:00.000000,NO2
9248,03006,2016-03-18 00:02:00.000000,O3
9249,03006,2016-03-18 00:02:00.000000,PM25
9250,03006,2016-03-18 00:02:00.000000,SO2
9251,03006,2016-03-18 00:03:00.000000,CO
9252,03006,2016-03-18 00:03:00.000000,NO2
9253,03006,2016-03-18 00:03:00.000000,O3
9254,03006,2016-03-18 00:03:00.000000,PM25
9255,03006,2016-03-18 00:03:00.000000,SO2
9256,03006,2016-03-18 00:04:00.000000,CO
9257,03006,2016-03-18 00:04:00.000000,NO2
9258,03006,2016-03-18 00:04:00.000000,O3
9259,03006,2016-03-18 00:04:00.000000,PM25
9260,03006,2016-03-18 00:04:00.000000,SO2
9261,03006,2016-03-18 00:05:00.000000,CO
9262,03006,2016-03-18 00:05:00.000000,NO2
9263,03006,2016-03-18 00:05:00.000000,O3
9264,03006,2016-03-18 00:05:00.000000,PM25
9265,03006,2016-03-18 00:05:00.000000,SO2
9266,03006,2016-03-18 00:06:00.000000,CO
9267,03006,2016-03-18 00:06:00.000000,NO2
9268,03006,2016-03-18 00:06:00.000000,O3
9269,03006,2016-03-18 00:06:00.000000,PM25
9270,03006,2016-03-18 00:06:00.000000,SO2
9271,03006,2016-03-18 00:07:00.000000,CO
9272,03006,2016-03-18 00:07:00.000000,NO2
9273,03006,2016-03-18 00:07:00.000000,O3
9274,03006,2016-03-18 00:07:00.000000,PM25
9275,03006,2016-03-18 00:07:00.000000,SO2
9276,03006,2016-03-18 00:08:00.000000,CO
9277,03006,2016-03-18 00:08:00.000000,NO2
9278,03006,2016-03-18 00:08:00.000000,O3
9279,03006,2016-03-18 00:08:00.000000,PM25
9280,03006,2016-03-18 00:08:00.000000,SO2
9281,03006,2016-03-18 00:09:00.000000,CO
9282,03006,2016-03-18 00:09:00.000000,NO2
9283,03006,2016-03-18 00:09:00.000000,O3
9284,03006,2016-03-18 00:09:00.000000,PM25
9285,03006,2016-03-18 00:09:00.000000,SO2
9286,03006,2016-03-18 00:10:00.000000,CO
9287,03006,2016-03-18 00:10:00.000000,NO2
9288,03006,2016-03-18 00:10:00.000000,O3
9289,03006,2016-03-18 00:10:00.000000,PM25
9290,03006,2016-03-18 00:10:00.000000,SO2
9291,03006,2016-03-18 00:11:00.000000,CO
9292,03006,2016-03-18 00:11:00.000000,NO2
9293,03006,2016-03-18 00:11:00.000000,O3
9294,03006,2016-03-18 00:11:00.000000,PM25
9295,03006,2016-03-18 00:11:00.000000,SO2
9296,03006,2016-03-18 00:12:00.000000,CO
9297,03006,2016-03-18 00:12:00.000000,NO2
9298,03006,2016-03-18 00:12:00.000000,O3
9299,03006,2016-03-18 00:12:00.000000,PM25
9300,03006,2016-03-18 00:12:00.000000,SO2
9301,03006,2016-03-18 00:13:00.000000,CO
9302,03006,2016-03-18 00:13:00.000000,NO2
9303,03006,2016-03-18 00:13:00.000000,O3
9304,03006,2016-03-18 00:13:00.000000,PM25
9305,03006,2016-03-18 00:13:00.000000,SO2
9306,03006,2016-03-18 00:14:00.000000,CO
9307,03006,2016-03-18 00:14:00.000000,NO2
9308,03006,2016-03-18 00:14:00.000000,O3
9309,03006,2016-03-18 00:14:00.000000,PM25
9310,03006,2016-03-18 00:14:00.000000,SO2
9311,03006,2016-03-18 00:15:00.000000,CO
9312,03006,2016-03-18 00:15:00.000000,NO2
9313,03006,2016-03-18 00:15:00.000000,O3
9314,03006,2016-03-18 00:15:00.000000,PM25
9315,03006,2016-03-18 00:15:00.000000,SO2
9316,03006,2016-03-18 00:16:00.000000,CO
9317,03006,2016-03-18 00:16:00.000000,NO2
9318,03006,2016-03-18 00:16:00.000000,O3
9319,03006,2016-03-18 00:16:00.000000,PM25
9320,03006,2016-03-18 00:16:00.000000,SO2
9321,03006,2016-03-18 00:17:00.000000,CO
9322,03006,2016-03-18 00:17:00.000000,NO2
9323,03006,2016-03-18 00:17:00.000000,O3
9324,03006,2016-03-18 00:17:00.000000,PM25
9325,03006,2016-03-18 00:17:00.000000,SO2
9326,03006,2016-03-18 00:18:00.000000,CO
9327,03006,2016-03-18 00:18:00.000000,NO2
9328,03006,2016-03-18 00:18:00.000000,O3
9329,03006,2016-03-18 00:18:00.000000,PM25
9330,03006,2016-03-18 00:18:00.000000,SO2
9331,03006,2016-03-18 00:19:00.000000,CO
9332,03006,2016-03-18 00:19:00.000000,NO2
9333,03006,2016-03-18 00:19:00.000000,O3
9334,03006,2016-03-18 00:19:00.000000,PM25
9335,03006,2016-03-18 00:19:00.000000,SO2
9336,03006,2016-03-18 00:20:00.000000,CO
9337,03006,2016-03-18 00:20:00.000000,NO2
9338,03006,2016-03-18 00:20:00.000000,O3
9339,03006,2016-03-18 00:20:00.000000,PM25
9340,03006,2016-03-18 00:20:00.000000,SO2
9341,03006,2016-03-18 00:21:00.000000,CO
9342,03006,2016-03-18 00:21:00.000000,NO2
9343,03006,2016-03-18 00:21:00.000000,O3
9344,03006,2016-03-18 00:21:00.000000,PM25
9345,03006,2016-03-18 00:21:00.000000,SO2
9346,03006,2016-03-18 00:22:00.000000,CO
9347,03006,2016-03-18 00:22:00.000000,NO2
9348,03006,2016-03-18 00:22:00.000000,O3
9349,03006,2016-03-18 00:22:00.000000,PM25
9350,03006,2016-03-18 00:22:00.000000,SO2
9351,03006,2016-03-18 00:23:00.000000,CO
9352,03006,2016-03-18 00:23:00.000000,NO2
9353,03006,2016-03-18 00:23:00.000000,O3
9354,03006,2016-03-18 00:23:00.000000,PM25
9355,03006,2016-03-18 00:23:00.000000,SO2
9356,03006,2016-03-19 00:00:00.000000,CO
9357,03006,2016-03-19 00:00:00.000000,NO2
9358,03006,2016-03-19 00:00:00.000000,O3
9359,03006,2016-03-19 00:00:00.000000,PM25
9360,03006,2016-03-19 00:00:00.000000,SO2
9361,03006,2016-03-19 00:01:00.000000,CO
9362,03006,2016-03-19 00:01:00.000000,NO2
9363,03006,2016-03-19 00:01:00.000000,O3
9364,03006,2016-03-19 00:01:00.000000,PM25
9365,03006,2016-03-19 00:01:00.000000,SO2
9366,03006,2016-03-19 00:02:00.000000,CO
9367,03006,2016-03-19 00:02:00.000000,NO2
9368,03006,2016-03-19 00:02:00.000000,O3
9369,03006,2016-03-19 00:02:00.000000,PM25
9370,03006,2016-03-19 00:02:00.000000,SO2
9371,03006,2016-03-19 00:03:00.000000,CO
9372,03006,2016-03-19 00:03:00.000000,NO2
9373,03006,2016-03-19 00:03:00.000000,O3
9374,03006,2016-03-19 00:03:00.000000,PM25
9375,03006,2016-03-19 00:03:00.000000,SO2
9376,03006,2016-03-19 00:04:00.000000,CO
9377,03006,2016-03-19 00:04:00.000000,NO2
9378,03006,2016-03-19 00:04:00.000000,O3
9379,03006,2016-03-19 00:04:00.000000,PM25
9380,03006,2016-03-19 00:04:00.000000,SO2
9381,03006,2016-03-19 00:05:00.000000,CO
9382,03006,2016-03-19 00:05:00.000000,NO2
9383,03006,2016-03-19 00:05:00.000000,O3
9384,03006,2016-03-19 00:05:00.000000,PM25
9385,03006,2016-03-19 00:05:00.000000,SO2
9386,03006,2016-03-19 00:06:00.000000,CO
9387,03006,2016-03-19 00:06:00.000000,NO2
9388,03006,2016-03-19 00:06:00.000000,O3
9389,03006,2016-03-19 00:06:00.000000,PM25
9390,03006,2016-03-19 00:06:00.000000,SO2
9391,03006,2016-03-19 00:07:00.000000,CO
9392,03006,2016-03-19 00:07:00.000000,NO2
9393,03006,2016-03-19 00:07:00.000000,O3
9394,03006,2016-03-19 00:07:00.000000,PM25
9395,03006,2016-03-19 00:07:00.000000,SO2
9396,03006,2016-03-19 00:08:00.000000,CO
9397,03006,2016-03-19 00:08:00.000000,NO2
9398,03006,2016-03-19 00:08:00.000000,O3
9399,03006,2016-03-19 00:08:00.000000,PM25
9400,03006,2016-03-19 00:08:00.000000,SO2
9401,03006,2016-03-19 00:09:00.000000,CO
9402,03006,2016-03-19 00:09:00.000000,NO2
9403,03006,2016-03-19 00:09:00.000000,O3
9404,03006,2016-03-19 00:09:00.000000,PM25
9405,03006,2016-03-19 00:09:00.000000,SO2
9406,03006,2016-03-19 00:10:00.000000,CO
9407,03006,2016-03-19 00:10:00.000000,NO2
9408,03006,2016-03-19 00:10:00.000000,O3
9409,03006,2016-03-19 00:10:00.000000,PM25
9410,03006,2016-03-19 00:10:00.000000,SO2
9411,03006,2016-03-19 00:11:00.000000,CO
9412,03006,2016-03-19 00:11:00.000000,NO2
9413,03006,2016-03-19 00:11:00.000000,O3
9414,03006,2016-03-19 00:11:00.000000,PM25
9415,03006,2016-03-19 00:11:00.000000,SO2
9416,03006,2016-03-19 00:12:00.000000,CO
9417,03006,2016-03-19 00:12:00.000000,NO2
9418,03006,2016-03-19 00:12:00.000000,O3
9419,03006,2016-03-19 00:12:00.000000,PM25
9420,03006,2016-03-19 00:12:00.000000,SO2
9421,03006,2016-03-19 00:13:00.000000,CO
9422,03006,2016-03-19 00:13:00.000000,NO2
9423,03006,2016-03-19 00:13:00.000000,O3
9424,03006,2016-03-19 00:13:00.000000,PM25
9425,03006,2016-03-19 00:13:00.000000,SO2
9426,03006,2016-03-19 00:14:00.000000,CO
9427,03006,2016-03-19 00:14:00.000000,NO2
9428,03006,2016-03-19 00:14:00.000000,O3
9429,03006,2016-03-19 00:14:00.000000,PM25
9430,03006,2016-03-19 00:14:00.000000,SO2
9431,03006,2016-03-19 00:15:00.000000,CO
9432,03006,2016-03-19 00:15:00.000000,NO2
9433,03006,2016-03-19 00:15:00.000000,O3
9434,03006,2016-03-19 00:15:00.000000,PM25
9435,03006,2016-03-19 00:15:00.000000,SO2
9436,03006,2016-03-19 00:16:00.000000,CO
9437,03006,2016-03-19 00:16:00.000000,NO2
9438,03006,2016-03-19 00:16:00.000000,O3
9439,03006,2016-03-19 00:16:00.000000,PM25
9440,03006,2016-03-19 00:16:00.000000,SO2
9441,03006,2016-03-19 00:17:00.000000,CO
9442,03006,2016-03-19 00:17:00.000000,NO2
9443,03006,2016-03-19 00:17:00.000000,O3
9444,03006,2016-03-19 00:17:00.000000,PM25
9445,03006,2016-03-19 00:17:00.000000,SO2
9446,03006,2016-03-19 00:18:00.000000,CO
9447,03006,2016-03-19 00:18:00.000000,NO2
9448,03006,2016-03-19 00:18:00.000000,O3
9449,03006,2016-03-19 00:18:00.000000,PM25
9450,03006,2016-03-19 00:18:00.000000,SO2
9451,03006,2016-03-19 00:19:00.000000,CO
9452,03006,2016-03-19 00:19:00.000000,NO2
9453,03006,2016-03-19 00:19:00.000000,O3
9454,03006,2016-03-19 00:19:00.000000,PM25
9455,03006,2016-03-19 00:19:00.000000,SO2
9456,03006,2016-03-19 00:20:00.000000,CO
9457,03006,2016-03-19 00:20:00.000000,NO2
9458,03006,2016-03-19 00:20:00.000000,O3
9459,03006,2016-03-19 00:20:00.000000,PM25
9460,03006,2016-03-19 00:20:00.000000,SO2
9461,03006,2016-03-19 00:21:00.000000,CO
9462,03006,2016-03-19 00:21:00.000000,NO2
9463,03006,2016-03-19 00:21:00.000000,O3
9464,03006,2016-03-19 00:21:00.000000,PM25
9465,03006,2016-03-19 00:21:00.000000,SO2
9466,03006,2016-03-19 00:22:00.000000,CO
9467,03006,2016-03-19 00:22:00.000000,NO2
9468,03006,2016-03-19 00:22:00.000000,O3
9469,03006,2016-03-19 00:22:00.000000,PM25
9470,03006,2016-03-19 00:22:00.000000,SO2
9471,03006,2016-03-19 00:23:00.000000,CO
9472,03006,2016-03-19 00:23:00.000000,NO2
9473,03006,2016-03-19 00:23:00.000000,O3
9474,03006,2016-03-19 00:23:00.000000,PM25
9475,03006,2016-03-19 00:23:00.000000,SO2
9476,03006,2016-03-20 00:00:00.000000,CO
9477,03006,2016-03-20 00:00:00.000000,NO2
9478,03006,2016-03-20 00:00:00.000000,O3
9479,03006,2016-03-20 00:00:00.000000,PM25
9480,03006,2016-03-20 00:00:00.000000,SO2
9481,03006,2016-03-20 00:01:00.000000,CO
9482,03006,2016-03-20 00:01:00.000000,NO2
9483,03006,2016-03-20 00:01:00.000000,O3
9484,03006,2016-03-20 00:01:00.000000,PM25
9485,03006,2016-03-20 00:01:00.000000,SO2
9486,03006,2016-03-20 00:02:00.000000,CO
9487,03006,2016-03-20 00:02:00.000000,NO2
9488,03006,2016-03-20 00:02:00.000000,O3
9489,03006,2016-03-20 00:02:00.000000,PM25
9490,03006,2016-03-20 00:02:00.000000,SO2
9491,03006,2016-03-20 00:03:00.000000,CO
9492,03006,2016-03-20 00:03:00.000000,NO2
9493,03006,2016-03-20 00:03:00.000000,O3
9494,03006,2016-03-20 00:03:00.000000,PM25
9495,03006,2016-03-20 00:03:00.000000,SO2
9496,03006,2016-03-20 00:04:00.000000,CO
9497,03006,2016-03-20 00:04:00.000000,NO2
9498,03006,2016-03-20 00:04:00.000000,O3
9499,03006,2016-03-20 00:04:00.000000,PM25
9500,03006,2016-03-20 00:04:00.000000,SO2
9501,03006,2016-03-20 00:05:00.000000,CO
9502,03006,2016-03-20 00:05:00.000000,NO2
9503,03006,2016-03-20 00:05:00.000000,O3
9504,03006,2016-03-20 00:05:00.000000,PM25
9505,03006,2016-03-20 00:05:00.000000,SO2
9506,03006,2016-03-20 00:06:00.000000,CO
9507,03006,2016-03-20 00:06:00.000000,NO2
9508,03006,2016-03-20 00:06:00.000000,O3
9509,03006,2016-03-20 00:06:00.000000,PM25
9510,03006,2016-03-20 00:06:00.000000,SO2
9511,03006,2016-03-20 00:07:00.000000,CO
9512,03006,2016-03-20 00:07:00.000000,NO2
9513,03006,2016-03-20 00:07:00.000000,O3
9514,03006,2016-03-20 00:07:00.000000,PM25
9515,03006,2016-03-20 00:07:00.000000,SO2
9516,03006,2016-03-20 00:08:00.000000,CO
9517,03006,2016-03-20 00:08:00.000000,NO2
9518,03006,2016-03-20 00:08:00.000000,O3
9519,03006,2016-03-20 00:08:00.000000,PM25
9520,03006,2016-03-20 00:08:00.000000,SO2
9521,03006,2016-03-20 00:09:00.000000,CO
9522,03006,2016-03-20 00:09:00.000000,NO2
9523,03006,2016-03-20 00:09:00.000000,O3
9524,03006,2016-03-20 00:09:00.000000,PM25
9525,03006,2016-03-20 00:09:00.000000,SO2
9526,03006,2016-03-20 00:10:00.000000,CO
9527,03006,2016-03-20 00:10:00.000000,NO2
9528,03006,2016-03-20 00:10:00.000000,O3
9529,03006,2016-03-20 00:10:00.000000,PM25
9530,03006,2016-03-20 00:10:00.000000,SO2
9531,03006,2016-03-20 00:11:00.000000,CO
9532,03006,2016-03-20 00:11:00.000000,NO2
9533,03006,2016-03-20 00:11:00.000000,O3
9534,03006,2016-03-20 00:11:00.000000,PM25
9535,03006,2016-03-20 00:11:00.000000,SO2
9536,03006,2016-03-20 00:12:00.000000,CO
9537,03006,2016-03-20 00:12:00.000000,NO2
9538,03006,2016-03-20 00:12:00.000000,O3
9539,03006,2016-03-20 00:12:00.000000,PM25
9540,03006,2016-03-20 00:12:00.000000,SO2
9541,03006,2016-03-20 00:13:00.000000,CO
9542,03006,2016-03-20 00:13:00.000000,NO2
9543,03006,2016-03-20 00:13:00.000000,O3
9544,03006,2016-03-20 00:13:00.000000,PM25
9545,03006,2016-03-20 00:13:00.000000,SO2
9546,03006,2016-03-20 00:14:00.000000,CO
9547,03006,2016-03-20 00:14:00.000000,NO2
9548,03006,2016-03-20 00:14:00.000000,O3
9549,03006,2016-03-20 00:14:00.000000,PM25
9550,03006,2016-03-20 00:14:00.000000,SO2
9551,03006,2016-03-20 00:15:00.000000,CO
9552,03006,2016-03-20 00:15:00.000000,NO2
9553,03006,2016-03-20 00:15:00.000000,O3
9554,03006,2016-03-20 00:15:00.000000,PM25
9555,03006,2016-03-20 00:15:00.000000,SO2
9556,03006,2016-03-20 00:16:00.000000,CO
9557,03006,2016-03-20 00:16:00.000000,NO2
9558,03006,2016-03-20 00:16:00.000000,O3
9559,03006,2016-03-20 00:16:00.000000,PM25
9560,03006,2016-03-20 00:16:00.000000,SO2
9561,03006,2016-03-20 00:17:00.000000,CO
9562,03006,2016-03-20 00:17:00.000000,NO2
9563,03006,2016-03-20 00:17:00.000000,O3
9564,03006,2016-03-20 00:17:00.000000,PM25
9565,03006,2016-03-20 00:17:00.000000,SO2
9566,03006,2016-03-20 00:18:00.000000,CO
