#,station,moment,variable,valeur
4628,12000,2021-01-10 18:00:00.000000,NO2,14
4629,12000,2021-01-10 19:00:00.000000,NO2,24
4630,12000,2021-01-10 20:00:00.000000,NO2,10
4631,12000,2021-01-10 21:00:00.000000,NO2,16
4632,12000,2021-01-10 22:00:00.000000,NO2,7
4633,12000,2021-01-10 23:00:00.000000,NO2,3
4634,12000,2021-01-11 00:00:00.000000,NO2,13
4635,12000,2021-01-11 01:00:00.000000,NO2,2
4636,12000,2021-01-11 02:00:00.000000,NO2,2
4637,12000,2021-01-11 03:00:00.000000,NO2,2
4638,12000,2021-01-11 04:00:00.000000,NO2,2
4639,12000,2021-01-11 05:00:00.000000,NO2,2
4640,12000,2021-01-11 06:00:00.000000,NO2,3
4641,12000,2021-01-11 07:00:00.000000,NO2,5
4642,12000,2021-01-11 08:00:00.000000,NO2,8
4643,12000,2021-01-11 09:00:00.000000,NO2,8
4644,12000,2021-01-11 10:00:00.000000,NO2,5
4645,12000,2021-01-11 11:00:00.000000,NO2,4
4646,12000,2021-01-11 12:00:00.000000,NO2,4
4647,12000,2021-01-11 13:00:00.000000,NO2,4
4648,12000,2021-01-11 14:00:00.000000,NO2,5
4649,12000,2021-01-11 15:00:00.000000,NO2,4
4650,12000,2021-01-11 16:00:00.000000,NO2,5
4651,12000,2021-01-11 17:00:00.000000,NO2,7
4652,12000,2021-01-11 18:00:00.000000,NO2,8
4653,12000,2021-01-11 19:00:00.000000,NO2,6
4654,12000,2021-01-11 20:00:00.000000,NO2,5
4655,12000,2021-01-11 21:00:00.000000,NO2,8
4656,12000,2021-01-11 22:00:00.000000,NO2,9
4657,12000,2021-01-11 23:00:00.000000,NO2,11
4658,12000,2021-01-12 00:00:00.000000,NO2,14
4659,12000,2021-01-12 01:00:00.000000,NO2,19
4660,12000,2021-01-12 02:00:00.000000,NO2,15
4661,12000,2021-01-12 03:00:00.000000,NO2,14
4662,12000,2021-01-12 04:00:00.000000,NO2,15
4663,12000,2021-01-12 05:00:00.000000,NO2,18
4664,12000,2021-01-12 06:00:00.000000,NO2,22
4665,12000,2021-01-12 07:00:00.000000,NO2,25
4666,12000,2021-01-12 08:00:00.000000,NO2,28
4667,12000,2021-01-12 09:00:00.000000,NO2,23
4668,12000,2021-01-12 10:00:00.000000,NO2,16
4669,12000,2021-01-12 11:00:00.000000,NO2,8
4670,12000,2021-01-12 12:00:00.000000,NO2,7
4671,12000,2021-01-12 13:00:00.000000,NO2,8
4672,12000,2021-01-12 14:00:00.000000,NO2,10
4673,12000,2021-01-12 15:00:00.000000,NO2,11
4674,12000,2021-01-12 16:00:00.000000,NO2,14
4675,12000,2021-01-12 17:00:00.000000,NO2,14
4676,12000,2021-01-12 18:00:00.000000,NO2,16
4677,12000,2021-01-12 19:00:00.000000,NO2,18
4678,12000,2021-01-12 20:00:00.000000,NO2,14
4679,12000,2021-01-12 21:00:00.000000,NO2,14
4680,12000,2021-01-12 22:00:00.000000,NO2,15
4681,12000,2021-01-12 23:00:00.000000,NO2,25
4682,12000,2021-01-13 00:00:00.000000,NO2,25
4683,12000,2021-01-13 01:00:00.000000,NO2,13
4684,12000,2021-01-13 02:00:00.000000,NO2,11
4685,12000,2021-01-13 03:00:00.000000,NO2,10
4686,12000,2021-01-13 04:00:00.000000,NO2,9
4687,12000,2021-01-13 05:00:00.000000,NO2,6
4688,12000,2021-01-13 06:00:00.000000,NO2,7
4689,12000,2021-01-13 07:00:00.000000,NO2,7
4690,12000,2021-01-13 08:00:00.000000,NO2,9
4691,12000,2021-01-13 09:00:00.000000,NO2,9
4692,12000,2021-01-13 10:00:00.000000,NO2,6
4693,12000,2021-01-13 11:00:00.000000,NO2,6
4694,12000,2021-01-13 12:00:00.000000,NO2,5
4695,12000,2021-01-13 13:00:00.000000,NO2,5
4696,12000,2021-01-13 14:00:00.000000,NO2,5
4697,12000,2021-01-13 15:00:00.000000,NO2,6
4698,12000,2021-01-13 16:00:00.000000,NO2,7
4699,12000,2021-01-13 17:00:00.000000,NO2,10
4700,12000,2021-01-13 18:00:00.000000,NO2,15
4701,12000,2021-01-13 19:00:00.000000,NO2,12
4702,12000,2021-01-13 20:00:00.000000,NO2,12
4703,12000,2021-01-13 21:00:00.000000,NO2,12
4704,12000,2021-01-13 22:00:00.000000,NO2,14
4705,12000,2021-01-13 23:00:00.000000,NO2,21
4706,12000,2021-01-14 00:00:00.000000,NO2,37
4707,12000,2021-01-14 01:00:00.000000,NO2,34
4708,12000,2021-01-14 02:00:00.000000,NO2,38
4709,12000,2021-01-14 03:00:00.000000,NO2,29
4710,12000,2021-01-14 04:00:00.000000,NO2,33
4711,12000,2021-01-14 05:00:00.000000,NO2,40
4712,12000,2021-01-14 06:00:00.000000,NO2,34
4713,12000,2021-01-14 07:00:00.000000,NO2,30
4714,12000,2021-01-14 08:00:00.000000,NO2,32
4715,12000,2021-01-14 09:00:00.000000,NO2,32
4716,12000,2021-01-14 10:00:00.000000,NO2,29
4717,12000,2021-01-14 11:00:00.000000,NO2,25
4718,12000,2021-01-14 12:00:00.000000,NO2,21
4719,12000,2021-01-14 13:00:00.000000,NO2,18
4720,12000,2021-01-14 14:00:00.000000,NO2,17
4721,12000,2021-01-14 15:00:00.000000,NO2,18
4722,12000,2021-01-14 16:00:00.000000,NO2,20
4723,12000,2021-01-14 17:00:00.000000,NO2,21
4724,12000,2021-01-14 18:00:00.000000,NO2,27
4725,12000,2021-01-14 19:00:00.000000,NO2,39
4726,12000,2021-01-14 20:00:00.000000,NO2,40
4727,12000,2021-01-14 21:00:00.000000,NO2,40
4728,12000,2021-01-14 22:00:00.000000,NO2,38
4729,12000,2021-01-14 23:00:00.000000,NO2,39
4730,12000,2021-01-15 00:00:00.000000,NO2,6
4731,12000,2021-01-15 01:00:00.000000,NO2,32
4732,12000,2021-01-15 02:00:00.000000,NO2,31
4733,12000,2021-01-15 03:00:00.000000,NO2,32
4734,12000,2021-01-15 04:00:00.000000,NO2,34
4735,12000,2021-01-15 05:00:00.000000,NO2,25
4736,12000,2021-01-15 06:00:00.000000,NO2,27
4737,12000,2021-01-15 07:00:00.000000,NO2,30
4738,12000,2021-01-15 08:00:00.000000,NO2,30
4739,12000,2021-01-15 09:00:00.000000,NO2,21
4740,12000,2021-01-15 10:00:00.000000,NO2,14
4741,12000,2021-01-15 11:00:00.000000,NO2,15
4742,12000,2021-01-15 12:00:00.000000,NO2,11
4743,12000,2021-01-15 13:00:00.000000,NO2,8
4744,12000,2021-01-15 14:00:00.000000,NO2,8
4745,12000,2021-01-15 15:00:00.000000,NO2,7
4746,12000,2021-01-15 16:00:00.000000,NO2,8
4747,12000,2021-01-15 17:00:00.000000,NO2,10
4748,12000,2021-01-15 18:00:00.000000,NO2,6
4749,12000,2021-01-15 19:00:00.000000,NO2,6
4750,12000,2021-01-15 20:00:00.000000,NO2,7
4751,12000,2021-01-15 21:00:00.000000,NO2,6
4752,12000,2021-01-15 22:00:00.000000,NO2,5
4753,12000,2021-01-15 23:00:00.000000,NO2,7
4754,12000,2021-01-16 00:00:00.000000,NO2,5
4755,12000,2021-01-16 01:00:00.000000,NO2,8
4756,12000,2021-01-16 02:00:00.000000,NO2,8
4757,12000,2021-01-16 03:00:00.000000,NO2,9
4758,12000,2021-01-16 04:00:00.000000,NO2,10
4759,12000,2021-01-16 05:00:00.000000,NO2,9
4760,12000,2021-01-16 06:00:00.000000,NO2,10
4761,12000,2021-01-16 07:00:00.000000,NO2,12
4762,12000,2021-01-16 08:00:00.000000,NO2,13
4763,12000,2021-01-16 09:00:00.000000,NO2,9
4764,12000,2021-01-16 10:00:00.000000,NO2,9
4765,12000,2021-01-16 11:00:00.000000,NO2,8
4766,12000,2021-01-16 12:00:00.000000,NO2,9
4767,12000,2021-01-16 13:00:00.000000,NO2,8
4768,12000,2021-01-16 14:00:00.000000,NO2,9
4769,12000,2021-01-16 15:00:00.000000,NO2,9
4770,12000,2021-01-16 16:00:00.000000,NO2,13
4771,12000,2021-01-16 17:00:00.000000,NO2,22
4772,12000,2021-01-16 18:00:00.000000,NO2,26
4773,12000,2021-01-16 19:00:00.000000,NO2,15
4774,12000,2021-01-16 20:00:00.000000,NO2,9
4775,12000,2021-01-16 21:00:00.000000,NO2,7
4776,12000,2021-01-16 22:00:00.000000,NO2,6
4777,12000,2021-01-16 23:00:00.000000,NO2,6
4778,12000,2021-01-17 00:00:00.000000,NO2,7
4779,12000,2021-01-17 01:00:00.000000,NO2,5
4780,12000,2021-01-17 02:00:00.000000,NO2,5
4781,12000,2021-01-17 03:00:00.000000,NO2,5
4782,12000,2021-01-17 04:00:00.000000,NO2,4
4783,12000,2021-01-17 05:00:00.000000,NO2,4
4784,12000,2021-01-17 06:00:00.000000,NO2,6
4785,12000,2021-01-17 07:00:00.000000,NO2,6
4786,12000,2021-01-17 08:00:00.000000,NO2,6
4787,12000,2021-01-17 09:00:00.000000,NO2,6
4788,12000,2021-01-17 10:00:00.000000,NO2,6
4789,12000,2021-01-17 11:00:00.000000,NO2,7
4790,12000,2021-01-17 12:00:00.000000,NO2,12
4791,12000,2021-01-17 13:00:00.000000,NO2,8
4792,12000,2021-01-17 14:00:00.000000,NO2,9
4793,12000,2021-01-17 15:00:00.000000,NO2,11
4794,12000,2021-01-17 16:00:00.000000,NO2,10
4795,12000,2021-01-17 17:00:00.000000,NO2,11
4796,12000,2021-01-17 18:00:00.000000,NO2,12
4797,12000,2021-01-17 19:00:00.000000,NO2,11
4798,12000,2021-01-17 20:00:00.000000,NO2,14
4799,12000,2021-01-17 21:00:00.000000,NO2,10
4800,12000,2021-01-17 22:00:00.000000,NO2,11
4801,12000,2021-01-17 23:00:00.000000,NO2,10
4802,12000,2021-01-18 00:00:00.000000,NO2,5
4803,12000,2021-01-18 01:00:00.000000,NO2,12
4804,12000,2021-01-18 02:00:00.000000,NO2,12
4805,12000,2021-01-18 03:00:00.000000,NO2,12
4806,12000,2021-01-18 04:00:00.000000,NO2,8
4807,12000,2021-01-18 05:00:00.000000,NO2,8
4808,12000,2021-01-18 06:00:00.000000,NO2,12
4809,12000,2021-01-18 07:00:00.000000,NO2,17
4810,12000,2021-01-18 08:00:00.000000,NO2,30
4811,12000,2021-01-18 09:00:00.000000,NO2,30
4812,12000,2021-01-18 10:00:00.000000,NO2,18
4813,12000,2021-01-18 11:00:00.000000,NO2,11
4814,12000,2021-01-18 12:00:00.000000,NO2,7
4815,12000,2021-01-18 13:00:00.000000,NO2,8
4816,12000,2021-01-18 14:00:00.000000,NO2,10
4817,12000,2021-01-18 15:00:00.000000,NO2,9
4818,12000,2021-01-18 16:00:00.000000,NO2,9
4819,12000,2021-01-18 17:00:00.000000,NO2,9
4820,12000,2021-01-18 18:00:00.000000,NO2,7
4821,12000,2021-01-18 19:00:00.000000,NO2,7
4822,12000,2021-01-18 20:00:00.000000,NO2,6
4823,12000,2021-01-18 21:00:00.000000,NO2,6
4824,12000,2021-01-18 22:00:00.000000,NO2,5
4825,12000,2021-01-18 23:00:00.000000,NO2,5
4826,12000,2021-01-19 00:00:00.000000,NO2,8
4827,12000,2021-01-19 01:00:00.000000,NO2,4
4828,12000,2021-01-19 02:00:00.000000,NO2,3
4829,12000,2021-01-19 03:00:00.000000,NO2,3
4830,12000,2021-01-19 04:00:00.000000,NO2,4
4831,12000,2021-01-19 05:00:00.000000,NO2,3
4832,12000,2021-01-19 06:00:00.000000,NO2,5
4833,12000,2021-01-19 07:00:00.000000,NO2,7
4834,12000,2021-01-19 08:00:00.000000,NO2,8
4835,12000,2021-01-19 09:00:00.000000,NO2,8
4836,12000,2021-01-19 10:00:00.000000,NO2,7
4837,12000,2021-01-19 11:00:00.000000,NO2,7
4838,12000,2021-01-19 12:00:00.000000,NO2,7
4839,12000,2021-01-19 13:00:00.000000,NO2,7
4840,12000,2021-01-19 14:00:00.000000,NO2,6
4841,12000,2021-01-19 15:00:00.000000,NO2,7
4842,12000,2021-01-19 16:00:00.000000,NO2,9
4843,12000,2021-01-19 17:00:00.000000,NO2,9
4844,12000,2021-01-19 18:00:00.000000,NO2,9
4845,12000,2021-01-19 19:00:00.000000,NO2,8
4846,12000,2021-01-19 20:00:00.000000,NO2,8
4847,12000,2021-01-19 21:00:00.000000,NO2,10
4848,12000,2021-01-19 22:00:00.000000,NO2,7
4849,12000,2021-01-19 23:00:00.000000,NO2,7
4850,12000,2021-01-20 00:00:00.000000,NO2,32
4851,12000,2021-01-20 01:00:00.000000,NO2,11
4852,12000,2021-01-20 02:00:00.000000,NO2,11
4853,12000,2021-01-20 03:00:00.000000,NO2,11
4854,12000,2021-01-20 04:00:00.000000,NO2,12
4855,12000,2021-01-20 05:00:00.000000,NO2,17
4856,12000,2021-01-20 06:00:00.000000,NO2,18
4857,12000,2021-01-20 07:00:00.000000,NO2,20
4858,12000,2021-01-20 08:00:00.000000,NO2,24
4859,12000,2021-01-20 09:00:00.000000,NO2,30
4860,12000,2021-01-20 10:00:00.000000,NO2,23
4861,12000,2021-01-20 11:00:00.000000,NO2,15
4862,12000,2021-01-20 12:00:00.000000,NO2,11
4863,12000,2021-01-20 13:00:00.000000,NO2,11
4864,12000,2021-01-20 14:00:00.000000,NO2,9
4865,12000,2021-01-20 15:00:00.000000,NO2,7
4866,12000,2021-01-20 16:00:00.000000,NO2,9
4867,12000,2021-01-20 17:00:00.000000,NO2,14
4868,12000,2021-01-20 18:00:00.000000,NO2,17
4869,12000,2021-01-20 19:00:00.000000,NO2,18
4870,12000,2021-01-20 20:00:00.000000,NO2,25
4871,12000,2021-01-20 21:00:00.000000,NO2,27
4872,12000,2021-01-20 22:00:00.000000,NO2,34
4873,12000,2021-01-20 23:00:00.000000,NO2,32
4874,12000,2021-01-21 00:00:00.000000,NO2,9
4875,12000,2021-01-21 01:00:00.000000,NO2,27
4876,12000,2021-01-21 02:00:00.000000,NO2,26
4877,12000,2021-01-21 03:00:00.000000,NO2,25
4878,12000,2021-01-21 04:00:00.000000,NO2,22
4879,12000,2021-01-21 05:00:00.000000,NO2,26
4880,12000,2021-01-21 06:00:00.000000,NO2,24
4881,12000,2021-01-21 07:00:00.000000,NO2,28
4882,12000,2021-01-21 08:00:00.000000,NO2,30
4883,12000,2021-01-21 09:00:00.000000,NO2,31
4884,12000,2021-01-21 10:00:00.000000,NO2,16
4885,12000,2021-01-21 11:00:00.000000,NO2,10
4886,12000,2021-01-21 12:00:00.000000,NO2,9
4887,12000,2021-01-21 13:00:00.000000,NO2,8
4888,12000,2021-01-21 14:00:00.000000,NO2,8
4889,12000,2021-01-21 15:00:00.000000,NO2,8
4890,12000,2021-01-21 16:00:00.000000,NO2,11
4891,12000,2021-01-21 17:00:00.000000,NO2,14
4892,12000,2021-01-21 18:00:00.000000,NO2,16
4893,12000,2021-01-21 19:00:00.000000,NO2,23
4894,12000,2021-01-21 20:00:00.000000,NO2,19
4895,12000,2021-01-21 21:00:00.000000,NO2,17
4896,12000,2021-01-21 22:00:00.000000,NO2,13
4897,12000,2021-01-21 23:00:00.000000,NO2,13
4898,12000,2021-01-22 00:00:00.000000,NO2,9
4899,12000,2021-01-22 01:00:00.000000,NO2,9
4900,12000,2021-01-22 02:00:00.000000,NO2,9
4901,12000,2021-01-22 03:00:00.000000,NO2,8
4902,12000,2021-01-22 04:00:00.000000,NO2,7
4903,12000,2021-01-22 05:00:00.000000,NO2,5
4904,12000,2021-01-22 06:00:00.000000,NO2,8
4905,12000,2021-01-22 07:00:00.000000,NO2,12
4906,12000,2021-01-22 08:00:00.000000,NO2,19
4907,12000,2021-01-22 09:00:00.000000,NO2,22
4908,12000,2021-01-22 10:00:00.000000,NO2,15
4909,12000,2021-01-22 11:00:00.000000,NO2,12
4910,12000,2021-01-22 12:00:00.000000,NO2,11
4911,12000,2021-01-22 13:00:00.000000,NO2,7
4912,12000,2021-01-22 14:00:00.000000,NO2,8
4913,12000,2021-01-22 15:00:00.000000,NO2,8
4914,12000,2021-01-22 16:00:00.000000,NO2,10
4915,12000,2021-01-22 17:00:00.000000,NO2,14
4916,12000,2021-01-22 18:00:00.000000,NO2,19
4917,12000,2021-01-22 19:00:00.000000,NO2,24
4918,12000,2021-01-22 20:00:00.000000,NO2,24
4919,12000,2021-01-22 21:00:00.000000,NO2,23
4920,12000,2021-01-22 22:00:00.000000,NO2,19
4921,12000,2021-01-22 23:00:00.000000,NO2,17
4922,12000,2021-01-23 00:00:00.000000,NO2,18
4923,12000,2021-01-23 01:00:00.000000,NO2,8
4924,12000,2021-01-23 02:00:00.000000,NO2,12
4925,12000,2021-01-23 03:00:00.000000,NO2,8
4926,12000,2021-01-23 04:00:00.000000,NO2,11
4927,12000,2021-01-23 05:00:00.000000,NO2,14
4928,12000,2021-01-23 06:00:00.000000,NO2,16
4929,12000,2021-01-23 07:00:00.000000,NO2,18
4930,12000,2021-01-23 08:00:00.000000,NO2,13
4931,12000,2021-01-23 09:00:00.000000,NO2,9
4932,12000,2021-01-23 10:00:00.000000,NO2,5
4933,12000,2021-01-23 11:00:00.000000,NO2,3
4934,12000,2021-01-23 12:00:00.000000,NO2,3
4935,12000,2021-01-23 13:00:00.000000,NO2,3
4936,12000,2021-01-23 14:00:00.000000,NO2,3
4937,12000,2021-01-23 15:00:00.000000,NO2,4
4938,12000,2021-01-23 16:00:00.000000,NO2,5
4939,12000,2021-01-23 17:00:00.000000,NO2,7
4940,12000,2021-01-23 18:00:00.000000,NO2,11
4941,12000,2021-01-23 19:00:00.000000,NO2,8
4942,12000,2021-01-23 20:00:00.000000,NO2,8
4943,12000,2021-01-23 21:00:00.000000,NO2,6
4944,12000,2021-01-23 22:00:00.000000,NO2,8
4945,12000,2021-01-23 23:00:00.000000,NO2,12
4946,12000,2021-01-24 00:00:00.000000,NO2,11
4947,12000,2021-01-24 01:00:00.000000,NO2,17
4948,12000,2021-01-24 02:00:00.000000,NO2,15
4949,12000,2021-01-24 03:00:00.000000,NO2,15
4950,12000,2021-01-24 04:00:00.000000,NO2,19
4951,12000,2021-01-24 05:00:00.000000,NO2,20
4952,12000,2021-01-24 06:00:00.000000,NO2,22
4953,12000,2021-01-24 07:00:00.000000,NO2,24
4954,12000,2021-01-24 08:00:00.000000,NO2,33
4955,12000,2021-01-24 09:00:00.000000,NO2,30
4956,12000,2021-01-24 10:00:00.000000,NO2,18
4957,12000,2021-01-24 11:00:00.000000,NO2,12
4958,12000,2021-01-24 12:00:00.000000,NO2,16
4959,12000,2021-01-24 13:00:00.000000,NO2,9
4960,12000,2021-01-24 14:00:00.000000,NO2,8
4961,12000,2021-01-24 15:00:00.000000,NO2,10
4962,12000,2021-01-24 16:00:00.000000,NO2,11
4963,12000,2021-01-24 17:00:00.000000,NO2,12
4964,12000,2021-01-24 18:00:00.000000,NO2,14
4965,12000,2021-01-24 19:00:00.000000,NO2,15
4966,12000,2021-01-24 20:00:00.000000,NO2,12
4967,12000,2021-01-24 21:00:00.000000,NO2,9
4968,12000,2021-01-24 22:00:00.000000,NO2,11
4969,12000,2021-01-24 23:00:00.000000,NO2,11
4970,12000,2021-01-25 00:00:00.000000,NO2,16
4971,12000,2021-01-25 01:00:00.000000,NO2,11
4972,12000,2021-01-25 02:00:00.000000,NO2,12
4973,12000,2021-01-25 03:00:00.000000,NO2,9
4974,12000,2021-01-25 04:00:00.000000,NO2,11
4975,12000,2021-01-25 05:00:00.000000,NO2,13
4976,12000,2021-01-25 06:00:00.000000,NO2,13
4977,12000,2021-01-25 07:00:00.000000,NO2,21
4978,12000,2021-01-25 08:00:00.000000,NO2,24
4979,12000,2021-01-25 09:00:00.000000,NO2,33
4980,12000,2021-01-25 10:00:00.000000,NO2,27
4981,12000,2021-01-25 11:00:00.000000,NO2,19
4982,12000,2021-01-25 12:00:00.000000,NO2,14
4983,12000,2021-01-25 13:00:00.000000,NO2,18
4984,12000,2021-01-25 14:00:00.000000,NO2,14
4985,12000,2021-01-25 15:00:00.000000,NO2,11
4986,12000,2021-01-25 16:00:00.000000,NO2,11
4987,12000,2021-01-25 17:00:00.000000,NO2,13
4988,12000,2021-01-25 18:00:00.000000,NO2,19
4989,12000,2021-01-25 19:00:00.000000,NO2,23
4990,12000,2021-01-25 20:00:00.000000,NO2,23
4991,12000,2021-01-25 21:00:00.000000,NO2,23
4992,12000,2021-01-25 22:00:00.000000,NO2,19
4993,12000,2021-01-25 23:00:00.000000,NO2,25
4994,12000,2021-01-26 00:00:00.000000,NO2,6
4995,12000,2021-01-26 01:00:00.000000,NO2,17
4996,12000,2021-01-26 02:00:00.000000,NO2,23
4997,12000,2021-01-26 03:00:00.000000,NO2,13
4998,12000,2021-01-26 04:00:00.000000,NO2,24
4999,12000,2021-01-26 05:00:00.000000,NO2,26
5000,12000,2021-01-26 06:00:00.000000,NO2,21
5001,12000,2021-01-26 07:00:00.000000,NO2,21
5002,12000,2021-01-26 08:00:00.000000,NO2,26
5003,12000,2021-01-26 09:00:00.000000,NO2,29
5004,12000,2021-01-26 10:00:00.000000,NO2,26
5005,12000,2021-01-26 11:00:00.000000,NO2,29
5006,12000,2021-01-26 12:00:00.000000,NO2,21
5007,12000,2021-01-26 13:00:00.000000,NO2,22
5008,12000,2021-01-26 14:00:00.000000,NO2,27
5009,12000,2021-01-26 15:00:00.000000,NO2,26
5010,12000,2021-01-26 16:00:00.000000,NO2,22
5011,12000,2021-01-26 17:00:00.000000,NO2,13
5012,12000,2021-01-26 18:00:00.000000,NO2,10
5013,12000,2021-01-26 19:00:00.000000,NO2,9
5014,12000,2021-01-26 20:00:00.000000,NO2,9
5015,12000,2021-01-26 21:00:00.000000,NO2,8
5016,12000,2021-01-26 22:00:00.000000,NO2,8
5017,12000,2021-01-26 23:00:00.000000,NO2,7
5018,12000,2021-01-27 00:00:00.000000,NO2,14
5019,12000,2021-01-27 01:00:00.000000,NO2,7
5020,12000,2021-01-27 02:00:00.000000,NO2,6
5021,12000,2021-01-27 03:00:00.000000,NO2,5
5022,12000,2021-01-27 04:00:00.000000,NO2,5
5023,12000,2021-01-27 05:00:00.000000,NO2,5
5024,12000,2021-01-27 06:00:00.000000,NO2,4
5025,12000,2021-01-27 07:00:00.000000,NO2,5
5026,12000,2021-01-27 08:00:00.000000,NO2,6
5027,12000,2021-01-27 09:00:00.000000,NO2,7
5028,12000,2021-01-27 10:00:00.000000,NO2,7
5029,12000,2021-01-27 11:00:00.000000,NO2,7
5030,12000,2021-01-27 12:00:00.000000,NO2,6
5031,12000,2021-01-27 13:00:00.000000,NO2,5
5032,12000,2021-01-27 14:00:00.000000,NO2,6
5033,12000,2021-01-27 15:00:00.000000,NO2,6
5034,12000,2021-01-27 16:00:00.000000,NO2,7
5035,12000,2021-01-27 17:00:00.000000,NO2,7
5036,12000,2021-01-27 18:00:00.000000,NO2,10
5037,12000,2021-01-27 19:00:00.000000,NO2,12
5038,12000,2021-01-27 20:00:00.000000,NO2,13
5039,12000,2021-01-27 21:00:00.000000,NO2,17
5040,12000,2021-01-27 22:00:00.000000,NO2,23
5041,12000,2021-01-27 23:00:00.000000,NO2,17
5042,12000,2021-01-28 00:00:00.000000,NO2,32
5043,12000,2021-01-28 01:00:00.000000,NO2,12
5044,12000,2021-01-28 02:00:00.000000,NO2,9
5045,12000,2021-01-28 03:00:00.000000,NO2,18
5046,12000,2021-01-28 04:00:00.000000,NO2,21
5047,12000,2021-01-28 05:00:00.000000,NO2,21
5048,12000,2021-01-28 06:00:00.000000,NO2,14
5049,12000,2021-01-28 07:00:00.000000,NO2,20
5050,12000,2021-01-28 08:00:00.000000,NO2,25
5051,12000,2021-01-28 09:00:00.000000,NO2,21
5052,12000,2021-01-28 10:00:00.000000,NO2,23
5053,12000,2021-01-28 11:00:00.000000,NO2,20
5054,12000,2021-01-28 12:00:00.000000,NO2,15
5055,12000,2021-01-28 13:00:00.000000,NO2,14
5056,12000,2021-01-28 14:00:00.000000,NO2,14
5057,12000,2021-01-28 15:00:00.000000,NO2,14
5058,12000,2021-01-28 16:00:00.000000,NO2,26
5059,12000,2021-01-28 17:00:00.000000,NO2,27
5060,12000,2021-01-28 18:00:00.000000,NO2,31
5061,12000,2021-01-28 19:00:00.000000,NO2,36
5062,12000,2021-01-28 20:00:00.000000,NO2,36
5063,12000,2021-01-28 21:00:00.000000,NO2,34
5064,12000,2021-01-28 22:00:00.000000,NO2,33
5065,12000,2021-01-28 23:00:00.000000,NO2,33
5066,12000,2021-01-29 00:00:00.000000,NO2,8
5067,12000,2021-01-29 01:00:00.000000,NO2,31
5068,12000,2021-01-29 02:00:00.000000,NO2,28
5069,12000,2021-01-29 03:00:00.000000,NO2,24
5070,12000,2021-01-29 04:00:00.000000,NO2,15
5071,12000,2021-01-29 05:00:00.000000,NO2,18
5072,12000,2021-01-29 06:00:00.000000,NO2,18
5073,12000,2021-01-29 07:00:00.000000,NO2,21
5074,12000,2021-01-29 08:00:00.000000,NO2,21
5075,12000,2021-01-29 09:00:00.000000,NO2,23
5076,12000,2021-01-29 10:00:00.000000,NO2,18
5077,12000,2021-01-29 11:00:00.000000,NO2,16
5078,12000,2021-01-29 12:00:00.000000,NO2,21
5079,12000,2021-01-29 13:00:00.000000,NO2,21
5080,12000,2021-01-29 14:00:00.000000,NO2,16
5081,12000,2021-01-29 15:00:00.000000,NO2,16
5082,12000,2021-01-29 16:00:00.000000,NO2,16
5083,12000,2021-01-29 17:00:00.000000,NO2,22
5084,12000,2021-01-29 18:00:00.000000,NO2,24
5085,12000,2021-01-29 19:00:00.000000,NO2,25
5086,12000,2021-01-29 20:00:00.000000,NO2,15
5087,12000,2021-01-29 21:00:00.000000,NO2,13
5088,12000,2021-01-29 22:00:00.000000,NO2,9
5089,12000,2021-01-29 23:00:00.000000,NO2,9
5090,12000,2021-01-30 00:00:00.000000,NO2,25
5091,12000,2021-01-30 01:00:00.000000,NO2,8
5092,12000,2021-01-30 02:00:00.000000,NO2,5
5093,12000,2021-01-30 03:00:00.000000,NO2,5
5094,12000,2021-01-30 04:00:00.000000,NO2,5
5095,12000,2021-01-30 05:00:00.000000,NO2,5
5096,12000,2021-01-30 06:00:00.000000,NO2,6
5097,12000,2021-01-30 07:00:00.000000,NO2,5
5098,12000,2021-01-30 08:00:00.000000,NO2,7
5099,12000,2021-01-30 09:00:00.000000,NO2,7
5100,12000,2021-01-30 10:00:00.000000,NO2,6
5101,12000,2021-01-30 11:00:00.000000,NO2,9
5102,12000,2021-01-30 12:00:00.000000,NO2,10
5103,12000,2021-01-30 13:00:00.000000,NO2,8
5104,12000,2021-01-30 14:00:00.000000,NO2,8
5105,12000,2021-01-30 15:00:00.000000,NO2,10
5106,12000,2021-01-30 16:00:00.000000,NO2,8
5107,12000,2021-01-30 17:00:00.000000,NO2,7
5108,12000,2021-01-30 18:00:00.000000,NO2,13
5109,12000,2021-01-30 19:00:00.000000,NO2,12
5110,12000,2021-01-30 20:00:00.000000,NO2,24
5111,12000,2021-01-30 21:00:00.000000,NO2,21
5112,12000,2021-01-30 22:00:00.000000,NO2,28
5113,12000,2021-01-30 23:00:00.000000,NO2,26
5114,12000,2021-01-31 00:00:00.000000,NO2,16
5115,12000,2021-01-31 01:00:00.000000,NO2,26
5116,12000,2021-01-31 02:00:00.000000,NO2,26
5117,12000,2021-01-31 03:00:00.000000,NO2,26
5118,12000,2021-01-31 04:00:00.000000,NO2,27
5119,12000,2021-01-31 05:00:00.000000,NO2,27
5120,12000,2021-01-31 06:00:00.000000,NO2,28
5121,12000,2021-01-31 07:00:00.000000,NO2,29
5122,12000,2021-01-31 08:00:00.000000,NO2,30
5123,12000,2021-01-31 09:00:00.000000,NO2,28
5124,12000,2021-01-31 10:00:00.000000,NO2,22
5125,12000,2021-01-31 11:00:00.000000,NO2,21
5126,12000,2021-01-31 12:00:00.000000,NO2,16
